Date,Open,High,Low,Close,Adj Close,Volume
2018-10-15,490.000000,503.075012,490.000000,501.475006,459.046295,3614908
2018-10-16,500.000000,506.250000,494.524994,501.700012,459.252228,3003220
2018-10-17,503.500000,518.000000,503.500000,512.125000,468.795166,3253970
2018-10-19,508.000000,509.700012,476.649994,479.250000,438.701630,6869592
2018-10-22,482.000000,493.950012,478.575012,490.024994,448.564972,3774108
2018-10-23,485.000000,491.799988,473.799988,475.774994,435.520630,2948962
2018-10-24,487.500000,495.274994,472.899994,490.350006,448.862549,8442982
2018-10-25,489.399994,505.725006,484.000000,502.424988,459.915894,6176258
2018-10-26,499.975006,499.975006,481.000000,483.299988,442.408905,3615756
2018-10-29,482.600006,495.975006,476.875000,492.825012,451.128021,2786080
2018-10-30,493.649994,508.475006,488.350006,502.424988,460.851013,6121068
2018-10-31,502.649994,532.849976,501.000000,527.799988,484.126221,6582228
2018-11-01,527.500000,528.724976,501.750000,504.450012,462.708405,3946070
2018-11-02,508.000000,514.750000,497.575012,502.299988,460.736359,5575206
2018-11-05,502.750000,512.075012,501.899994,510.375000,468.143127,1938928
2018-11-06,511.375000,521.000000,506.799988,514.450012,471.881012,2921884
2018-11-07,514.500000,517.424988,513.375000,515.775024,473.096313,139254
2018-11-09,521.500000,523.500000,506.750000,513.950012,471.422363,7343566
2018-11-12,516.224976,529.500000,516.025024,518.400024,475.504181,4782454
2018-11-13,519.924988,527.424988,514.674988,516.599976,473.853027,2737474
2018-11-14,515.500000,515.700012,481.500000,498.549988,457.296600,3033632
2018-11-15,499.950012,514.500000,490.899994,494.375000,453.467102,3582306
2018-11-16,498.500000,518.900024,496.875000,511.100006,468.808136,6698234
2018-11-19,511.100006,521.400024,507.125000,520.049988,477.017609,4180070
2018-11-20,517.500000,517.500000,501.649994,504.475006,462.731354,2628564
2018-11-21,501.524994,507.000000,489.774994,492.575012,451.816132,2503064
2018-11-22,494.000000,501.000000,487.700012,489.524994,449.018402,3129880
2018-11-26,492.250000,502.950012,481.500000,500.250000,458.855896,4758562
2018-11-27,499.350006,514.500000,496.500000,511.575012,469.243835,4103018
2018-11-28,511.600006,523.875000,506.174988,521.549988,478.393433,2460574
2018-11-29,521.650024,522.674988,504.250000,506.725006,464.795135,3260512
2018-11-30,509.000000,513.150024,502.125000,507.500000,465.506012,4219388
2018-12-03,510.549988,512.849976,502.350006,509.100006,466.973633,2908898
