nama_variabel;nama_variabel_turunan;nama_tahun;nama_turunan_tahun;data_content;nama_item_vertical_variabel
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perkotaan;2015;"Semester 1 (Maret)";19.34;"PAPUA BARAT"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perkotaan;2015;"Semester 1 (Maret)";37.27;PAPUA
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perkotaan;2015;"Semester 1 (Maret)";10652.64;INDONESIA
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perkotaan;2015;"Semester 2 (September)";155.81;ACEH
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perkotaan;2015;"Semester 2 (September)";727.76;"SUMATERA UTARA"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perkotaan;2015;"Semester 2 (September)";118.48;"SUMATERA BARAT"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perkotaan;2015;"Semester 2 (September)";174.79;RIAU
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perkotaan;2015;"Semester 2 (September)";125.6;JAMBI
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perkotaan;2015;"Semester 2 (September)";360.73;"SUMATERA SELATAN"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perkotaan;2015;"Semester 2 (September)";106;BENGKULU
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perkotaan;2015;"Semester 2 (September)";197.94;LAMPUNG
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perkotaan;2015;"Semester 2 (September)";18.83;"KEP. BANGKA BELITUNG"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perkotaan;2015;"Semester 2 (September)";83.09;"KEP. RIAU"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perkotaan;2015;"Semester 2 (September)";368.67;"DKI JAKARTA"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perkotaan;2015;"Semester 2 (September)";2706.52;"JAWA BARAT"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perkotaan;2015;"Semester 2 (September)";1789.57;"JAWA TENGAH"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perkotaan;2015;"Semester 2 (September)";292.64;"DI YOGYAKARTA"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perkotaan;2015;"Semester 2 (September)";1571.15;"JAWA TIMUR"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perkotaan;2015;"Semester 2 (September)";418.95;BANTEN
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perkotaan;2015;"Semester 2 (September)";115.8;BALI
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perkotaan;2015;"Semester 2 (September)";377.28;"NUSA TENGGARA BARAT"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perkotaan;2015;"Semester 2 (September)";97.06;"NUSA TENGGARA TIMUR"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perkotaan;2015;"Semester 2 (September)";88.15;"KALIMANTAN BARAT"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perkotaan;2015;"Semester 2 (September)";48.72;"KALIMANTAN TENGAH"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perkotaan;2015;"Semester 2 (September)";72.48;"KALIMANTAN SELATAN"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perkotaan;2015;"Semester 2 (September)";80.82;"KALIMANTAN TIMUR"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perkotaan;2015;"Semester 2 (September)";13.32;"KALIMANTAN UTARA"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perkotaan;2015;"Semester 2 (September)";58;"SULAWESI UTARA"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perkotaan;2015;"Semester 2 (September)";79.25;"SULAWESI TENGAH"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perkotaan;2015;"Semester 2 (September)";157.18;"SULAWESI SELATAN"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perkotaan;2015;"Semester 2 (September)";56.77;"SULAWESI TENGGARA"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perkotaan;2015;"Semester 2 (September)";27.01;GORONTALO
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perkotaan;2015;"Semester 2 (September)";22.51;"SULAWESI BARAT"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perkotaan;2015;"Semester 2 (September)";51.6;MALUKU
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perkotaan;2015;"Semester 2 (September)";8.29;"MALUKU UTARA"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perkotaan;2015;"Semester 2 (September)";18.82;"PAPUA BARAT"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perkotaan;2015;"Semester 2 (September)";30.28;PAPUA
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perkotaan;2015;"Semester 2 (September)";10619.86;INDONESIA
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perdesaan;2015;"Semester 1 (Maret)";694.01;ACEH
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perdesaan;2015;"Semester 1 (Maret)";764.37;"SUMATERA UTARA"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perdesaan;2015;"Semester 1 (Maret)";261.57;"SUMATERA BARAT"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perdesaan;2015;"Semester 1 (Maret)";364.94;RIAU
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perdesaan;2015;"Semester 1 (Maret)";181.17;JAMBI
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perdesaan;2015;"Semester 1 (Maret)";754.76;"SUMATERA SELATAN"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perdesaan;2015;"Semester 1 (Maret)";230.94;BENGKULU
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perdesaan;2015;"Semester 1 (Maret)";930.22;LAMPUNG
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perdesaan;2015;"Semester 1 (Maret)";53.96;"KEP. BANGKA BELITUNG"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perdesaan;2015;"Semester 1 (Maret)";32.92;"KEP. RIAU"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perdesaan;2015;"Semester 1 (Maret)";-;"DKI JAKARTA"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perdesaan;2015;"Semester 1 (Maret)";1797.32;"JAWA BARAT"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perdesaan;2015;"Semester 1 (Maret)";2739.85;"JAWA TENGAH"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perdesaan;2015;"Semester 1 (Maret)";220.57;"DI YOGYAKARTA"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perdesaan;2015;"Semester 1 (Maret)";3264.5;"JAWA TIMUR"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perdesaan;2015;"Semester 1 (Maret)";293.87;BANTEN
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perdesaan;2015;"Semester 1 (Maret)";86.92;BALI
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perdesaan;2015;"Semester 1 (Maret)";432.01;"NUSA TENGGARA BARAT"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perdesaan;2015;"Semester 1 (Maret)";1043.68;"NUSA TENGGARA TIMUR"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perdesaan;2015;"Semester 1 (Maret)";301.65;"KALIMANTAN BARAT"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perdesaan;2015;"Semester 1 (Maret)";106.38;"KALIMANTAN TENGAH"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perdesaan;2015;"Semester 1 (Maret)";132.48;"KALIMANTAN SELATAN"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perdesaan;2015;"Semester 1 (Maret)";126.06;"KALIMANTAN TIMUR"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perdesaan;2015;"Semester 1 (Maret)";26.64;"KALIMANTAN UTARA"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perdesaan;2015;"Semester 1 (Maret)";147.83;"SULAWESI UTARA"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perdesaan;2015;"Semester 1 (Maret)";343.66;"SULAWESI TENGAH"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perdesaan;2015;"Semester 1 (Maret)";651.3;"SULAWESI SELATAN"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perdesaan;2015;"Semester 1 (Maret)";269.82;"SULAWESI TENGGARA"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perdesaan;2015;"Semester 1 (Maret)";181.48;GORONTALO
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perdesaan;2015;"Semester 1 (Maret)";133.09;"SULAWESI BARAT"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perdesaan;2015;"Semester 1 (Maret)";276.64;MALUKU
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perdesaan;2015;"Semester 1 (Maret)";67.65;"MALUKU UTARA"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perdesaan;2015;"Semester 1 (Maret)";206.03;"PAPUA BARAT"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perdesaan;2015;"Semester 1 (Maret)";821.88;PAPUA
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perdesaan;2015;"Semester 1 (Maret)";17940.15;INDONESIA
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perdesaan;2015;"Semester 2 (September)";703.6;ACEH
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perdesaan;2015;"Semester 2 (September)";780.38;"SUMATERA UTARA"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perdesaan;2015;"Semester 2 (September)";231.05;"SUMATERA BARAT"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perdesaan;2015;"Semester 2 (September)";388.13;RIAU
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perdesaan;2015;"Semester 2 (September)";185.97;JAMBI
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perdesaan;2015;"Semester 2 (September)";751.8;"SUMATERA SELATAN"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perdesaan;2015;"Semester 2 (September)";216.83;BENGKULU
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perdesaan;2015;"Semester 2 (September)";902.74;LAMPUNG
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perdesaan;2015;"Semester 2 (September)";47.79;"KEP. BANGKA BELITUNG"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perdesaan;2015;"Semester 2 (September)";31.75;"KEP. RIAU"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perdesaan;2015;"Semester 2 (September)";0;"DKI JAKARTA"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perdesaan;2015;"Semester 2 (September)";1779.13;"JAWA BARAT"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perdesaan;2015;"Semester 2 (September)";2716.21;"JAWA TENGAH"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perdesaan;2015;"Semester 2 (September)";192.91;"DI YOGYAKARTA"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perdesaan;2015;"Semester 2 (September)";3204.82;"JAWA TIMUR"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perdesaan;2015;"Semester 2 (September)";271.71;BANTEN
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perdesaan;2015;"Semester 2 (September)";102.99;BALI
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perdesaan;2015;"Semester 2 (September)";425.01;"NUSA TENGGARA BARAT"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perdesaan;2015;"Semester 2 (September)";1063.47;"NUSA TENGGARA TIMUR"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perdesaan;2015;"Semester 2 (September)";317.36;"KALIMANTAN BARAT"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perdesaan;2015;"Semester 2 (September)";99.41;"KALIMANTAN TENGAH"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perdesaan;2015;"Semester 2 (September)";116.68;"KALIMANTAN SELATAN"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perdesaan;2015;"Semester 2 (September)";129.16;"KALIMANTAN TIMUR"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perdesaan;2015;"Semester 2 (September)";27.61;"KALIMANTAN UTARA"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perdesaan;2015;"Semester 2 (September)";159.14;"SULAWESI UTARA"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perdesaan;2015;"Semester 2 (September)";327.09;"SULAWESI TENGAH"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perdesaan;2015;"Semester 2 (September)";707.34;"SULAWESI SELATAN"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perdesaan;2015;"Semester 2 (September)";288.25;"SULAWESI TENGGARA"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perdesaan;2015;"Semester 2 (September)";179.51;GORONTALO
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perdesaan;2015;"Semester 2 (September)";130.69;"SULAWESI BARAT"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perdesaan;2015;"Semester 2 (September)";276.17;MALUKU
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perdesaan;2015;"Semester 2 (September)";64.35;"MALUKU UTARA"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perdesaan;2015;"Semester 2 (September)";206.72;"PAPUA BARAT"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perdesaan;2015;"Semester 2 (September)";867.93;PAPUA
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Perdesaan;2015;"Semester 2 (September)";17893.71;INDONESIA
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";851.59;ACEH
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";1463.67;"SUMATERA UTARA"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";379.61;"SUMATERA BARAT"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";531.39;RIAU
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";300.71;JAMBI
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";1145.63;"SUMATERA SELATAN"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";334.07;BENGKULU
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";1163.49;LAMPUNG
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";74.09;"KEP. BANGKA BELITUNG"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";122.4;"KEP. RIAU"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";398.92;"DKI JAKARTA"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";4435.7;"JAWA BARAT"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";4577.04;"JAWA TENGAH"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";550.23;"DI YOGYAKARTA"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";4789.12;"JAWA TIMUR"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";702.4;BANTEN
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";196.71;BALI
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";823.89;"NUSA TENGGARA BARAT"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";1159.84;"NUSA TENGGARA TIMUR"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";383.7;"KALIMANTAN BARAT"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";147.7;"KALIMANTAN TENGAH"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";198.44;"KALIMANTAN SELATAN"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";212.89;"KALIMANTAN TIMUR"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";39.69;"KALIMANTAN UTARA"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";208.54;"SULAWESI UTARA"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";421.62;"SULAWESI TENGAH"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";797.72;"SULAWESI SELATAN"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";321.88;"SULAWESI TENGGARA"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";206.84;GORONTALO
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";160.48;"SULAWESI BARAT"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";328.41;MALUKU
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";79.9;"MALUKU UTARA"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";225.36;"PAPUA BARAT"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";859.15;PAPUA
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 1 (Maret)";28592.79;INDONESIA
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 2 (September)";859.41;ACEH
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 2 (September)";1508.14;"SUMATERA UTARA"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 2 (September)";349.53;"SUMATERA BARAT"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 2 (September)";562.92;RIAU
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 2 (September)";311.56;JAMBI
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 2 (September)";1112.53;"SUMATERA SELATAN"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 2 (September)";322.83;BENGKULU
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 2 (September)";1100.68;LAMPUNG
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 2 (September)";66.62;"KEP. BANGKA BELITUNG"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 2 (September)";114.83;"KEP. RIAU"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 2 (September)";368.67;"DKI JAKARTA"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 2 (September)";4485.65;"JAWA BARAT"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 2 (September)";4505.78;"JAWA TENGAH"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 2 (September)";485.56;"DI YOGYAKARTA"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 2 (September)";4775.97;"JAWA TIMUR"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 2 (September)";690.67;BANTEN
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 2 (September)";218.79;BALI
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 2 (September)";802.29;"NUSA TENGGARA BARAT"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 2 (September)";1160.53;"NUSA TENGGARA TIMUR"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 2 (September)";405.51;"KALIMANTAN BARAT"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 2 (September)";148.13;"KALIMANTAN TENGAH"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 2 (September)";189.16;"KALIMANTAN SELATAN"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 2 (September)";209.99;"KALIMANTAN TIMUR"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 2 (September)";40.93;"KALIMANTAN UTARA"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 2 (September)";217.15;"SULAWESI UTARA"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 2 (September)";406.34;"SULAWESI TENGAH"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 2 (September)";864.51;"SULAWESI SELATAN"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 2 (September)";345.02;"SULAWESI TENGGARA"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 2 (September)";206.51;GORONTALO
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 2 (September)";153.21;"SULAWESI BARAT"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 2 (September)";327.78;MALUKU
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 2 (September)";72.65;"MALUKU UTARA"
"Jumlah Penduduk Miskin (Ribu Jiwa) Menurut Provinsi dan Daerah";Jumlah;2015;"Semester 2 (September)";225.54;"PAPUA BARAT"
